Acquisition,Amplitude (pA),Est Tau (ms),Timestamp (ms),Rise Time (ms),Rise Rate (pA/ms),IEI (ms)
141,17.12325083995484,7.814483032852138,68.1,2.4,9.967655142003274,410.3
141,6.418280430519499,3.09962084867293,7331.7,2.8,2.915146414150007,2107.7
141,8.46087309684864,4.238000735267997,9439.4,1.1,10.55906375081493,522.5
141,15.60966194473869,4.691784549388103,9961.9,2.1,10.50078123466982,
141,19.66558615039744,6.634808226663881,6243.1,2.3,12.80117814615775,265.3999999999996
141,6.043356038677956,9.501619487639982,6508.5,2.6,2.12167819335816,73.19999999999982
142,19.90021573312556,4.210316950817651,8995.1,1.5,18.40221782642758,269.8999999999996
142,10.01024412325628,4.832016803698207,8096.7,1.3,10.53873539402799,898.4000000000005
142,14.4130353072262,4.36020091810351,9405.4,1.5,13.40165728933071,157.8999999999996
142,9.08339565990274,3.261725617754564,9936.6,1.4,8.416763004609678,
142,14.67361477925911,6.975888247942203,9919.5,1.5,13.2433825282439,17.10000000000036
142,20.11554217340854,5.580981706900639,7855.4,1.5,18.90395234850361,241.3000000000002
142,8.843417692768138,4.180224318134424,9578.3,1.5,8.366957444311137,341.2000000000007
142,10.32198504270854,3.932339762621268,9563.3,2.0,7.312700774427593,15.0
142,15.31056437373281,3.947029112663586,9265.0,1.6,12.03236920566906,140.3999999999996
142,10.1850936725062,7.06081685815443,5459.6,1.8,7.931210047163781,2395.799999999999
142,15.32434270458634,3.282584190420676,2018.9,1.4,15.20959226085361,439.5
142,7.540540823355914,4.930774609511718,4384.6,2.8,3.459035807803807,934.3999999999996
142,12.20113679496459,6.986292889335163,2458.4,1.9,8.344728126917808,1926.2
142,17.34887137398333,3.545765133040368,1437.5,1.6,14.20471394326245,581.4000000000001
142,17.49200328500335,5.979313790451124,5319.0,1.4,17.60662227006805,140.6000000000004
143,14.79076336252197,4.279059343608969,3045.1,1.8,10.45085992122038,55.5
143,19.65824218673034,15.88467830473801,1532.1,2.5,9.388753463555712,1513.0
143,9.008695603853766,5.894818793559534,1015.0,2.0,5.817489461540356,517.0999999999999
143,11.51674900124893,5.713126296109749,799.8,1.3,12.57655266209772,215.2
143,8.031339484199352,9.627042948772214,569.3,2.2,4.43081781035649,230.5
143,9.195247400142708,6.093787863086499,27.9,2.3,4.78603580439223,541.4
143,23.83875197330007,7.879003424165421,4300.2,1.9,16.77206462842743,4754.000000000001
143,31.62678132538913,7.096494761424401,3100.6,1.5,29.1330753986817,503.9000000000001
143,7.15847526780318,5.557448961673072,9054.2,1.3,7.537886199774442,
143,22.04381507050442,4.839492745843017,3789.0,1.5,20.34420965761845,511.1999999999998
143,6.156939585248148,3.98957505161452,3604.5,2.2,3.454791268710667,184.5
144,8.667551085902433,6.334309942469554,3422.2,2.2,4.87287987945623,2679.6
144,19.78730555413596,4.867088026720739,6101.8,1.4,19.10712470327875,3246.3
144,80.09448301753928,5.810705983018852,9348.1,1.4,77.53847786906981,
144,34.86302591192575,6.943044612979429,2966.9,1.4,34.07201210057574,455.2999999999997
145,22.31874567140794,5.113368884811644,6848.0,2.9,10.42927656364539,2532.9
145,18.69688844648837,4.821471262066098,722.5,2.3,10.71838241824742,2067.4
145,24.83280298713397,3.326364167703287,2789.9,2.0,14.22253488283738,1795.8
145,10.50237065293106,3.634911906690832,4585.7,1.3,10.85247763662861,815.9000000000005
145,6.606992626244843,6.325063999381382,5401.6,2.1,3.86389573902653,216.1999999999998
145,24.24047099479968,6.916287134789309,5617.8,1.5,22.17377677170202,1230.2
145,20.17204883333685,8.70731082369457,9380.9,1.5,18.13903344096857,299.7000000000007
145,10.04470113636178,3.604770520508464,9680.6,1.8,7.15770885116577,79.29999999999927
145,15.41966420526949,8.459880713596068,9759.9,1.7,12.34819080689787,
146,19.23166682048825,5.195950168394484,9811.1,1.6,16.82130326326723,
146,14.84096124826358,4.387954614408227,4016.9,2.0,10.34659844902594,5794.200000000001
146,16.6436683361593,4.137442432110038,3152.6,2.2,9.382904319045995,864.3000000000002
147,11.83281579765817,9.388517814021906,4580.4,1.4,11.28497824457716,56.80000000000018
147,29.81981037072342,5.078232987752562,4308.6,2.3,17.69758023297206,271.7999999999993
147,11.07080156416075,7.790418679114373,1140.7,2.0,6.656128947296622,3167.900000000001
147,10.100756860494,8.048499368770809,260.2,2.2,4.531476002354257,880.5
147,7.23609136902894,4.805868800741155,6962.0,2.1,4.351083050270656,1585.1
147,27.23620422438878,7.65412313763809,4637.2,1.9,18.90907638944297,2324.8
147,19.92720030194317,5.03103429824696,8547.1,1.3,20.63327627217673,1082.1
147,36.73842445148431,5.276359308129758,9629.2,1.3,39.58716582804179,
148,14.20526199439655,2.66671602061142,1847.4,1.3,14.70648109849101,1235.3
148,25.47288664533292,8.964529764902545,3082.7,1.6,22.06066406370319,1207.8
148,6.019529019699277,7.077541286109772,7562.2,1.4,5.841301761962111,1778.7
148,22.37034389220874,5.682764327309997,4290.5,1.7,17.761496542303,3271.7
148,7.775549001304956,5.987197629726142,9340.9,1.7,6.476819599070578,
149,11.75921683123317,4.489336984499095,3531.0,1.6,9.85761749170053,332.0999999999999
149,5.327364355195275,7.450395004245001,3152.0,1.1,6.136119962653142,379.0
149,6.457279025546371,4.743464521608985,1174.3,1.7,5.213616534507151,278.2
149,11.47822595214457,3.177146966056898,2407.2,1.6,9.539361964709109,744.8000000000002
149,11.8715899174443,9.420826119619415,1452.5,2.5,6.295338205039918,954.6999999999998
149,19.42393911514876,7.146324023693888,3863.1,1.4,19.42912455981631,1744.1
149,47.21116181416112,6.333967281538207,1039.2,1.9,34.93745568058851,135.0999999999999
149,9.195763336640425,3.40053080645157,5864.1,1.4,8.922635059434558,
149,6.154702556364791,6.625758683007826,438.2,1.1,7.233658754178386,486.2
149,9.04583119101995,5.098707613864827,5607.2,1.2,10.44084335182384,256.9000000000005
149,21.79778479004771,7.459997217156342,924.4,1.5,20.19773522592868,114.8000000000001
150,8.292148867716309,4.758660468024027,9749.1,1.9,4.390164458367024,
150,26.91635061478949,8.087504632127821,8583.6,1.4,25.92097655696233,1165.5
150,10.02655955368736,7.836310158441483,6828.5,1.3,10.44616789293521,1755.1
150,13.24594439302964,2.697980258588359,5995.5,1.3,13.36551712597032,833.0
150,10.77354131806046,5.282696559539181,4964.5,2.6,5.294201808870254,1031.0
150,30.62547189223204,5.104283931118061,143.1,1.6,26.41866852775025,4821.4
