celltype,Calcrl,Gpr12,Opn1mw,Chrnb3,P2ry4,Gpr157,Gpr153,Pkd2l1,Gpr171,Kcnk16,Cacna1f,Npy5r,Kcna1,Kcna5,Htr2b,Htr3b,P2rx2,Adgrf2,Chrne,Adora1,Cacna1s,Kcnc3,Ackr2,Pkd2,Gpr151,Kcnh2,Pth1r,Htr7,Kcns1,Kcnmb1,Adgre4,Kcnj8,Kiss1r,Glp2r,Gprc5b,Chrng,Chrnd,Hcar2,Kcnu1,Kcna4,Drd2,Grid1,Cnga2,Ltb4r1,P2ry12,Adora3,Lpar5,Cxcr2,Taar2,Itpr1,Gpr152,Gria3,Hcn2,Taar1,Trpv4,Trpm3,Cxcr5,Cckar,Sstr5,Bdkrb2,Kcnn4,Adgra1,Lrrc55,Gabrb1,Gpbar1,Catsper2,Vipr1,Kcnj1,Trpm5,Kcnv1,Ednrb,Ptger1,Nmur2,Grpr,Kcnk7,Htr2a,Chrna9,Kcnc1,Hrh1,Gabbr1,Gabra1,C3ar1,Gnrhr,Adgre1,Kcnc4,Ptgdr,P2rx4,Taar3,Gcgr,Chrna6,Grin3b,Lrrc26,Itpr3,Adgrb1,Gpr162,Adra2b,P2ry1,Lgr4,Chrm4,Mrgprd,Adgrb3,Trpc4,Adgrg7,Npffr2,Gabrp,Tpcn2,Chrna1,Gpr61,Htr1b,Kcnmb4,Adgrl4,Kcnj14,Gprc6a,Gprc5c,Ptger2,Drd3,Cmklr1,Gpr4,Ryr1,P2ry6,Gabrr3,Trpm4,Crhr1,S1pr4,Kcnj4,Trpm7,Npsr1,S1pr2,Kcng2,Grm4,Chrnb4,Npy2r,Gipr,Kcns2,Kcnt1,Scn11a,Trpm8,Sucnr1,Kcna6,Aplnr,Gpr55,Ccr9,Hvcn1,Chrna4,Grin2b,Ntsr2,Fzd6,Sctr,Galr3,Glra3,Mrgprg,Grid2,Gpr21,Kcng1,Kcnj16,Cysltr2,Oprd1,Gpr176,Grik1,Fzd2,Trpv1,Grin2d,Kcnj5,Htr3a,Taar6,F2r,Kcnq1,Scn4a,Gpr141,P2rx7,Trpc6,Cngb1,Grin2c,Gpr65,Adgrf1,Adgrg3,Ptgfr,Galr2,Gpr3,Kcnmb2,Kcnt2,Mcoln2,Adra2a,Oprl1,Gpr37,Mc1r,Npffr1,Chrnb2,Tacr3,Hcn1,Xcr1,Ccr3,Drd1,Trpm1,Mc5r,Kcnd2,Kcnk13,Tas1r1,Cx3cr1,Ptger3,Ptgir,Hrh3,Ccr7,Sstr2,Gpr183,Fpr3,Adgra2,Grik5,Adgrg4,Grm2,Kcnh3,Adgre5,Kcnd3,Gpr63,Gabra5,Cacna1h,Grin1,Mtnr1a,Qrfpr,Adgrd1,Cacna1b,Adra2c,Taar8b,Gpr84,Oxgr1,Hcn3,Kcnk5,Uts2r,Mrgpre,Gria2,Gabrr1,Gabrb3,Ptger4,Rho,Sstr3,Mc2r,Adgrf3,Kcnk6,Grik2,Kcnh6,Kcnma1,Ffar3,Trhr,Kcnj12,Gpr18,Gria4,Cxcr3,Fzd9,Kcng3,Mchr1,Kcnk10,Adgrl1,Gpr52,Cacna1d,Gabrr2,Ffar4,Brs3,Lhcgr,Kcnf1,Gpr17,Gabrb2,Kcnj3,Cacna1c,Ackr4,Gabre,Kcnb1,Htr6,Hcn4,Prokr2,Gabra3,Scnn1a,Grm1,Fpr2,Gpr137,Ghrhr,Adora2b,Htr5b,Kcnh7,Mcoln3,Kcnh4,S1pr3,Trhr2,Kcnn2,Avpr1b,Kcnk1,Chrna3,Gpr139,Vipr2,Tacr2,Gpr142,Gpr68,Ntsr1,Ccr8,Tbxa2r,Adgra3,Mc3r,Kcnv2,Kcnk3,Gpr156,Chrna7,Kcnq3,Gabrg1,Gpr50,Kcnmb3,Gpr35,Gpr83,Cacna1e,Adgrv1,Oxtr,S1pr5,Gpr27,Chrna2,Grm5,Taar9,Kcnh8,Nmbr,Grm7,Mcoln1,Kcnj6,Scn9a,Ccrl2,Kcnk2,Kcnh1,Fzd7,Gpr107,Lpar1,Ffar1,Chrna10,Ccr1,Htr2c,Ccr4,Trpv3,Gpr15,Gpr149,P2ry10,Avpr2,Sstr1,Cacna1i,Gpr75,Scn10a,F2rl1,Catsper4,Chrna5,Htr1d,Fzd1,Asic3,Gpr62,Grm6,Agtr2,Fshr,Htr5a,Cxcr1,Grm8,Htr1f,Catsper3,Gpr25,C5ar1,Gprc5a,Cysltr1,Ryr2,Lpar3,Gabra2,Scnn1g,P2ry2,Kcnc2,Adcyap1r1,Adra1b,S1pr1,F2rl3,Gper1,Hcrtr1,Adrb3,Trpm2,Trpv5,Ednra,Gpr132,Kcnq5,Catsper1,Kcnj10,Cxcr4,Ptgdr2,Fpr1,Adgrf5,Gria1,P2ry14,Celsr3,Ccr2,Rxfp2,Gpr88,P2rx5,Chrm1,Kcnk9,Npbwr1,Gpr22,Opn5,Lpar6,Taar4,Scn1a,Chrm3,Crhr2,Gpr26,Asic2,Gpr39,P2rx6,Adgrg6,Fzd4,Gpr173,Ghsr,Lpar4,Fzd5,Gpr174,Nmur1,Gpr158,Kcnk4,Gabra4,Gpr6,Rxfp3,Avpr1a,Kcnk12,Gpr182,Kcna2,Grin2a,P2rx3,Gpr19,Tshr,Celsr2,Ffar2,Adora2a,C5ar2,Trpa1,Ackr1,Adgrl3,Ccr5,Cacna1g,Gpr101,Gabrg3,P2ry13,Gabrd,Kcnj2,Lgr5,Lgr6,Gpr45,Fzd8,Pth2r,Kcna7,Scn3a,Htr4,Trpv2,Gabbr2,Rxfp1,Gpr119,Tpcn1,Adgrf4,Drd4,Scn5a,Hcar1,Scnn1b,Chrnb1,Kcnj9,Gpr146,Cckbr,Kcnj11,Trpc1,Glra1,Gpr150,Asic1,Ptafr,Chrm2,Kcnj13,Gpr179,Kcng4,Gabrg2,Glra4,Opn1sw,Cnga4,Cnr2,Tas1r2,Adrb1,Ltb4r2,Scn2a,Hcrtr2,Gabra6,Scn8a,Kcnh5,Kcns3,Smo,Npy1r,Gpr87,Trpv6,Grin3a,Adgrg5,Adgrb2,Fzd3,Gabrq,Trpc5,Mc4r,Chrm5,Taar5,Ccr10,Gprc5d,Trpc7,Gpr34,Kcnn3,Cxcr6,Casr,Trpm6,Tas1r3,Drd5,Bdkrb1,Hrh4,Prlhr,Mrgprf,Hrh2,Tacr1,Kcnd1,Kcnn1,Kcnb2,Gpr20,Gpr37l1,Calcr,F2rl2,Npy6r,Fzd10,Mtnr1b,Cnga1,Mas1,Cacna1a,Ccr6,Kcna3,Celsr1,Glrb,Gpr161,Grm3,Gpr33,Grik3,Itpr2,Htr1a,Tpra1,Oprm1,Grik4,Gpr160,Lrrc52,Kcnq4,Npy4r,Kcnk15,Kcna10,Lpar2,Gpr82,Glp1r,Cngb3,Adgrg2,Pkd2l2,Ryr3,Opn4,Kcnk18,Ackr3,Glra2,Gpr135,Gpr143,Kcnq2,Rxfp4,Adgrl2,P2rx1,Galr1,Adra1d,Cnga3,Prokr1,Trpc3,Adra1a,Oprk1,Kcnj15,Opn3,Adrb2,Sstr4,Lrrc38,Cnr1,Gpr85,Adgrg1
CA1 (Exc),0.22290508,1.618303,0.117131785,0.002128559,0.00041482432,0.060162358,0.059825074,0.012374421,0.054911524,0.00056337565,0.020536497,1.2753571,3.1011226,0.005680575,0.14447005,0.0034479564,0.00047539803,0.20958096,0.008553018,6.658988,0.007988522,5.782692,0.27162892,3.0576239,0.16310255,0.41184765,0.107351266,0.23301016,0.6838734,0.0015637539,0.011796844,0.0048284973,0.1358609,0.7696633,0.31254855,0.006138609,0.0019750847,0.00032780366,0.48218888,3.337869,0.0124714095,7.4107633,0.019111453,0.02753123,0.8920808,0.0030363253,0.024895221,0.060071092,0.0,8.614879,0.019694103,9.198424,2.925521,0.0,0.037941936,2.991413,0.05877325,0.0,0.0029154879,0.052267674,0.0027621314,2.1588635,0.21458855,9.314681,0.0004047977,1.4407371,1.5982344,0.0010568035,0.011166618,1.6565042,0.0766753,0.06230717,0.004133678,0.0033566302,0.012927037,1.9816978,0.056197524,2.1997511,0.025356699,8.702842,7.877698,0.019866163,0.0053313514,0.018316366,1.2733576,0.00040491915,1.4136155,0.0032618952,0.0014816477,0.0025021173,0.05025211,0.0029626135,0.047200758,6.5500937,4.383128,0.00036574557,0.008617075,2.413949,0.018913347,0.0024894753,10.95059,6.959834,0.003104672,0.007505769,0.002214562,0.27469993,0.04997145,1.3014284,2.1402683,2.7052686,0.06817836,0.20029192,0.002289873,0.011209952,0.0042991275,0.010555388,0.031311195,0.029819215,0.8329272,0.072899625,0.010284129,1.161204,1.5333521,0.0006172254,2.4592361,4.860882,0.057649218,0.06873012,1.404906,0.4617157,0.003538521,2.4782736,0.14066282,2.58428,1.3004024,0.0045195096,0.025034476,0.0,1.2898402,0.018886955,0.022785267,0.119160905,0.19561146,0.593925,11.440725,0.8550957,0.0239636,0.0039706714,0.0028007354,0.19266096,0.0,5.2701364,0.15593986,1.4550234,0.031628847,0.0033485459,0.29034975,2.6022055,0.70246965,0.017370986,0.01070057,1.1985506,0.0013593424,0.019714115,0.0,0.05672083,0.072767325,0.0032877652,0.020463578,0.7142549,0.76508164,0.011566325,0.0776635,0.0055566374,0.0055980342,0.024021843,0.006159917,0.00067659986,0.17151977,0.13488005,5.954213,0.0027332383,0.61689246,1.9682262,1.1235304,0.12434981,0.043308415,1.9576136,0.526996,9.10963,0.0055532255,0.00034423577,0.023791494,0.007911041,0.021865861,11.106451,0.091555454,0.09503965,0.6973397,0.07044297,0.0022414704,1.9667845,0.0029007385,0.5144386,0.0838632,0.091492444,0.7342039,6.005991,0.066343166,0.5020213,3.5673256,0.020648805,3.09947,0.35585368,7.666239,3.0205278,8.608102,0.0015280948,0.04805327,0.06790369,6.4657955,3.491403,0.0,0.0083163595,0.02283143,0.55334663,0.006800653,0.0017727813,0.31341174,10.869317,0.014253849,9.669898,0.6809553,0.01832848,1.8701513,0.0029488564,0.002940653,0.02737128,8.30041,0.061279014,9.574111,0.0,0.07433185,0.4061876,1.2437904,4.797047,0.00019100866,0.016943555,0.13336408,1.7116529,1.8402324,7.6283646,0.027185628,6.820313,0.0427709,0.0038065957,0.00038798185,0.026970448,1.7772498,0.070162155,5.9418573,8.301644,7.0672817,0.43923667,0.007266114,6.737844,0.2030557,0.036808766,0.54865223,3.6496325,0.064712726,6.559889,0.0052326014,2.9594634,0.0008521229,0.012853763,1.2563027,9.456775,0.0004937019,0.119925834,0.28023842,0.0029652421,6.910836,0.002975148,3.326545,0.034217395,0.25669903,0.007067869,0.017757533,0.008746558,0.5476859,0.47826245,0.0,0.077787936,0.47064197,0.0,0.04023369,1.3788127,0.057477873,4.438064,9.389465,0.31069973,0.004297746,0.0241337,0.16469651,0.2795546,9.024127,0.082948424,0.4779497,0.14737816,4.024216,0.028183794,10.7929325,0.0,0.076857135,0.051681507,9.493719,1.5276552,7.243744,0.43516785,0.005834971,4.563703,3.830068,0.09278378,3.0864904,0.15463111,0.010135184,0.006243442,0.0008099774,1.798032,0.02772671,0.062074896,0.0,0.019463355,0.0005876293,0.0017054463,0.26273954,3.4526315,0.6113826,0.0023294047,0.0,0.101771295,1.2081417,0.013386558,0.24084657,0.031406604,0.2367012,0.00035097968,0.03178414,0.34210926,0.6244577,0.00023559832,0.795472,4.495866,0.2907695,0.04043942,0.004753207,0.007717103,0.005569803,8.925154,0.3363741,8.809745,0.002256321,0.012380555,6.975846,1.6333495,0.037992556,0.14026879,0.011289037,0.01883032,0.0066813673,0.07844201,1.5799674,0.0008109105,0.2573822,0.010047174,7.7800827,0.00091105374,0.15751204,0.025719803,0.0047639036,0.0026150038,0.05602457,11.267592,2.8726203,2.3060834,0.0006176978,0.034124073,0.009572096,0.050067917,7.066543,3.7822013,0.21604072,7.196917,0.008622815,0.06444286,0.001364353,6.0155873,9.025729,0.088385716,2.8372538,8.267447,0.15649892,0.05073526,0.12926173,0.15809174,1.6876942,0.024798492,0.01759597,0.010961511,0.0018981216,0.061918493,7.2011514,0.50996643,5.239158,0.035889376,0.008230958,0.0038046034,1.7015055,0.026474975,4.9344535,11.140613,0.08026042,1.5051569,0.026514592,6.8199205,0.00069328037,0.010984075,0.0030510665,0.008932763,2.9136271,10.027527,0.08728049,2.6791413,0.75367755,7.5019746,0.024997765,0.78943753,0.3935714,0.0742623,0.07430622,4.8316054,0.13863891,0.027477037,0.0002430614,5.465222,4.2675376,1.2468239,7.931883,0.40371573,0.015821554,2.053646,0.10565081,0.0039449143,0.01672734,0.0034255923,0.005642219,0.06548088,3.5504973,0.32427064,0.16912748,1.9603237,4.7128983,0.07038905,0.27218747,0.7199887,0.011761227,0.045460634,0.17055194,0.0088579245,0.007639898,6.519879,0.029923094,0.019143177,0.0652665,0.010696716,0.0022790905,2.698671,0.0107037,8.679707,0.944311,0.0010015997,8.824483,1.036467,1.4153323,0.33866718,2.5398624,0.029358502,0.047389165,3.849489,0.0011934667,7.378979,5.5676365,0.01629891,7.063597,1.1249405,0.24021733,0.0,0.019280761,0.04032404,0.64697444,0.06196257,2.0814707,0.011295169,0.007513586,0.06513145,0.021509115,2.2375329,0.020819422,0.0046064365,0.0,0.0003802867,0.6825242,0.1291859,0.63575566,0.7786377,8.511206,0.0038591796,0.2216715,0.003176063,0.31066427,0.00018884851,0.0011290702,0.0056621935,0.022118973,1.3620138,7.885399,0.00056047435,0.006801797,0.37332413,6.4745727,5.974785,2.3784485,0.0004360384,0.363938,1.4292891,3.3255794,0.9572795,0.18380903,3.3882103,0.03035829,0.0,0.06826427,0.0,0.0010460123,0.008884387,0.064851314,0.031531755,0.014879942,0.028278451,0.34763497,0.39378154,9.587999,0.004865823,0.0067932596,0.45696917,0.69375193,1.7639773,0.0061441404,7.5816927,0.00070098543,4.990506,0.008187285,0.01422255,0.30614632,0.044268183,0.0,0.053598244,1.1745257,0.09573934,0.0009079195,0.044555623,0.008306435,0.21364965,0.0012130989,5.383977,4.1127005,0.4800656
L2/3 IT,0.04254357,1.0233874,0.13689438,0.1896017,0.0,0.06016043,0.9824053,0.010912515,0.057237722,0.00043314107,0.052164614,1.2714546,4.2297664,0.03507578,0.12388226,0.002478216,0.0017969133,0.20084862,0.016510824,4.034286,0.025765961,4.6042085,0.5346549,2.812062,0.00882533,0.7736261,0.11824884,1.6959225,1.2564718,0.0008475974,0.013753002,0.0040204325,0.44269314,1.2150158,0.07973168,0.0028886434,0.0,0.0,0.89675957,2.4127603,0.014630497,7.7740808,0.03178745,0.039967857,1.033296,0.0034479452,0.007790742,0.04777459,0.0,8.627032,0.020408299,9.645972,2.8365014,0.0,0.006682058,6.179406,0.0792629,0.00065570784,0.0014987149,0.022528071,0.0063408613,3.186682,1.1945858,9.046323,0.0,1.3765169,2.800126,0.0021075737,0.0036938118,4.9271207,0.045630556,0.14598398,0.01508603,0.008944989,0.02655697,2.5299551,0.026080076,5.097967,2.4610317,8.55516,8.5854025,0.018072242,0.007360798,0.008050246,4.5793147,0.0010560956,1.4720994,0.004596228,0.00067740073,0.0015651612,0.07392307,0.0036513195,0.024025489,7.3122067,5.2770066,0.0,0.003959328,2.233009,0.036855504,0.000489729,10.217357,2.2889183,0.0035386505,0.008336941,0.0029480564,0.12617584,0.046223722,1.7622285,1.4245814,4.7635565,0.029061748,0.05651403,0.0034010636,0.028897608,0.0054960265,0.0050127516,0.032264743,0.045652114,1.6408287,0.066116676,0.024257561,1.0009727,2.2838302,0.0010107307,5.2828574,4.653794,0.16241759,0.09099961,0.4863274,0.9441886,0.0047814837,0.04281724,0.21145996,1.9859636,3.0782015,0.0075921593,0.011021658,0.0,3.6850834,0.014518798,0.060404,0.13549046,0.014093552,0.20845343,11.017622,0.27722198,0.017774422,0.0076488443,0.014347698,3.3885882,0.0,7.1158333,0.13796248,1.2879382,0.14554973,0.00046900503,1.8921318,0.41726574,0.6978805,0.006840426,0.011109349,0.94377244,0.006567307,0.030407641,0.0,0.014622964,0.09032509,0.00048658624,0.02656762,0.21917792,4.3838706,0.004795738,0.054408103,0.0024581742,0.008144729,0.0053906115,0.003875017,0.0018405719,0.5496249,0.13834788,7.0499954,0.0030243068,0.6804456,1.7105328,0.06344189,0.15510541,0.06921149,1.5009739,0.092920095,5.361867,0.005814676,0.00049772277,0.128802,0.038246904,0.04375816,10.0845,1.4832327,0.07930835,0.47034183,0.34399816,0.0017313675,0.7064832,0.0034397133,0.3034493,0.03678743,0.08506849,0.47658446,6.014898,0.09460786,2.6306438,5.289191,0.0114131225,7.1207075,0.024460804,2.3267083,1.5844285,8.554372,0.0029451423,0.4577339,1.8954804,6.8512464,2.9086273,0.0,0.012840577,0.018532796,0.6332842,0.0018741178,0.0010370059,0.52585435,10.04964,0.004686795,9.035458,0.6768286,0.023554096,1.7614827,0.0018198339,0.0058087152,0.18375097,8.324836,0.13980962,9.923292,0.0,0.031578984,1.979039,0.73768705,9.177277,0.0,0.0342728,1.0815762,0.96994203,3.0807102,8.007644,0.08528568,6.4647317,0.039943166,0.01622116,0.0,0.028674792,5.1221623,0.037866738,7.183347,7.6243477,8.496237,0.49130145,0.0042389035,8.1345005,0.23326258,0.07559148,0.011266252,5.8479714,0.13579357,7.3917503,0.010488272,2.9045134,0.00046820266,0.015463752,0.1285825,10.381853,0.0014879139,2.9645388,0.40587258,0.042450342,3.9383836,0.00047280797,4.9291124,0.011169421,0.013006727,0.004686162,0.007084443,0.0027056956,2.0781329,0.44969156,0.0,0.06334189,0.28182787,0.0038043826,0.040922657,2.4379892,0.060505528,0.72838175,8.401922,0.5837053,0.00678539,0.04380146,0.13773488,2.7250051,8.503935,0.08697855,0.22554882,0.34198177,3.593754,0.014887891,10.212577,0.0,0.07972704,0.057813663,10.424752,1.686688,7.0901847,0.29552412,0.0046789036,1.622889,7.4787936,0.026804244,2.7251546,1.0823058,0.0048221084,0.006728891,0.00044351484,0.80869585,0.004285838,0.06513292,0.00054971635,0.050163258,0.0,0.0015500212,0.7546419,3.4088926,0.6776519,0.0044966605,0.0010723051,0.014113826,0.013353454,0.0019785436,1.0468357,0.020077953,0.3025839,0.0021246788,0.013744889,0.21735482,0.9194826,0.00044460158,6.1238756,0.99233115,0.14470729,0.023090426,0.0063977623,0.011899898,0.00385578,9.263646,0.00720929,8.259168,0.0041709347,0.0020467176,7.0510993,3.7797296,1.1847788,0.08575932,0.005589273,0.025451204,0.07911969,0.5687479,1.2401451,0.00043270877,0.05572597,0.011122398,10.924846,0.0,0.05954096,0.0049695615,0.004155603,0.0041056206,0.02199958,8.803994,3.390209,2.2922106,0.0004979598,0.07420078,3.2357836,0.012651864,6.6437173,4.7404838,0.031902917,5.6166205,0.01929123,0.037195425,0.0022379712,6.3018827,9.798906,0.031781595,5.4475474,10.401278,0.10003546,0.16705538,0.2043881,0.31756443,1.5036614,0.002178725,0.0,0.0068895803,0.0019481397,0.06960208,8.422145,1.9431094,6.785388,0.019875007,0.019316938,0.0014691439,1.2174605,0.0050760787,6.1009893,9.955952,0.12271036,1.7970481,0.083177134,6.120293,0.0,0.015386795,0.0025052112,0.015079058,4.236711,9.930371,0.05486741,2.8980823,0.01438915,7.4534445,0.010269081,4.1289387,1.9666932,0.03244038,0.098036006,3.2674928,0.25037232,0.12956582,0.0024413087,5.5687017,0.05827681,1.5669018,9.024795,0.17593816,0.015675794,2.2687135,0.100118175,0.0906795,0.0066650514,0.0,0.008190017,0.050505288,5.7993155,0.46601507,4.7801466,2.3605223,5.0552707,0.32729155,1.5930338,2.504104,0.0070197587,1.6144956,0.13278309,0.0101958215,0.08536542,6.347022,0.0146361645,0.016448034,0.10376886,0.0073441016,0.003686257,4.7952104,0.007763084,8.89881,0.10749873,0.000609255,8.600009,3.5613198,0.30324766,0.094520286,3.91909,0.037863437,0.10404214,2.646185,0.0011464934,6.688032,6.3926444,0.03614162,5.4155974,0.08109778,0.0,0.0,0.014991459,0.01648488,0.44501555,0.05816899,1.6919681,0.005230767,0.0072066025,0.17704308,0.016176092,0.0114621315,0.02973686,0.007478722,0.0,0.00044083796,2.9146945,0.036678135,0.33136073,0.6479166,9.606751,0.0023455226,0.09916401,0.004207194,0.23532042,0.0,0.062774085,0.0077493503,0.0388499,1.1926512,8.738603,0.0009077557,0.04510466,0.027463157,6.743012,0.341207,6.102789,0.000916215,0.48732466,0.077870615,1.0251284,0.883502,1.9940714,4.8571143,0.025426121,0.0,0.56408566,0.0,0.0021641625,0.01512698,0.079399794,0.02942959,0.027025316,0.025471821,0.053646147,0.3915402,4.3123345,0.00510694,0.0072500994,0.34551606,0.2884292,1.908552,0.0017532253,6.7988834,0.0,6.0102963,0.022265783,0.0073852786,0.117014624,0.0047992254,0.0,1.5744439,2.2145271,0.053425368,0.0023909574,0.21026537,0.038976382,0.017428039,0.010928087,5.3431587,3.7405508,0.07971198
L5 ET,0.054384463,0.89788556,0.14987025,0.063222535,0.0,0.13866152,0.1367888,0.015934879,0.031518985,0.0,0.04330672,0.7880971,4.99579,0.20623167,0.08080386,0.0023840433,0.0,0.25824198,0.0023840433,5.9248714,0.014894962,3.8745613,0.11803661,2.760359,0.00849095,0.7059869,0.1967716,0.5355821,0.87388504,0.0022641686,0.0056681973,0.0027850782,0.26787165,0.51640856,4.8435507,0.0017568249,0.0,0.0,0.7255531,1.0789038,0.4637023,8.161079,0.023290342,0.04951567,0.67790025,0.002015816,0.011257519,0.06472955,0.0,7.302497,0.058635745,10.030187,3.8555763,0.0,0.014538056,3.736405,0.05949052,0.0,0.013768636,0.07925407,0.0,7.712735,0.14663559,8.745375,0.0066482225,1.5787511,3.032153,0.0,0.007164175,1.5617316,0.04709774,0.06802205,0.002359806,0.010444966,0.022769839,1.2182356,0.115250535,2.4381049,0.09665553,8.640412,8.898758,0.022705369,0.0043945415,0.008385173,4.678931,0.0,2.422343,0.0060329963,0.0,0.036184132,0.089528784,0.0018096467,0.050848264,7.082252,5.388345,0.067562714,0.004427016,2.239662,0.020811474,0.0021424522,10.336375,5.2907333,0.0062429737,0.008157695,0.0,0.5405293,0.15187852,1.6688584,1.8269998,6.095142,0.024487464,0.06683739,0.01789741,0.022020385,0.004477842,0.0026219364,0.024931509,0.73542273,1.594739,0.034632184,0.048713814,1.6399217,2.502476,0.006612293,5.333448,5.252795,0.60196537,0.056228504,1.1903461,2.3956523,0.010901841,0.0059852405,0.49087885,1.827423,3.7267966,0.02232531,0.024040217,0.0,5.0849404,0.009727471,0.024592102,0.10736388,0.012321583,2.0607052,10.570315,0.2933722,0.04616995,0.0,0.013824552,2.915726,0.0,9.792494,0.34438217,5.8905377,0.021975335,0.0,0.23726389,2.0727224,0.7314951,0.015107927,0.016395386,0.43205297,0.0029476199,0.025264556,0.0,0.023398308,0.08215425,0.0,0.020896276,0.05977194,0.5854114,0.010073136,0.055165518,0.008343814,0.010397868,0.3418563,0.2871343,0.0042538373,1.0104911,1.4749206,7.210144,0.0039138687,0.45346898,3.2899172,0.26385778,0.22970127,0.07420396,3.0520616,0.15863545,9.717486,0.004098745,0.0,0.045031954,0.010402679,0.08222439,9.909418,0.19853126,0.0690107,0.7092434,1.2444112,0.0,3.144738,0.013584681,2.6030674,0.033232216,0.1049887,0.52271724,5.9918623,0.094976164,2.527929,4.2841334,0.047821503,6.917263,0.061044164,5.818568,4.858716,8.271357,0.0016815263,0.4866977,1.3823549,6.391263,1.5017204,0.0,0.02519757,0.031117931,1.3615191,0.0047445428,0.0,1.2363586,10.12784,0.008723599,9.067528,0.6418525,0.029769866,0.20272784,0.004108174,0.013886753,0.0544604,9.76869,0.3136852,9.894294,0.00887908,0.18539435,2.1890159,0.7759379,6.4904337,0.0,0.04155314,0.9042942,1.715516,4.79429,8.246713,0.03495524,6.6319957,0.084280446,0.04342333,0.0,0.0022083267,6.4216666,0.052204087,6.987519,7.303812,7.7388096,0.44369087,0.0,8.165656,0.31098202,0.22495246,0.17299426,5.733053,0.09167505,6.1087327,0.015599995,3.9936655,0.0,0.017759975,0.011678408,10.188641,0.0017730383,0.24397834,0.39145193,0.025993522,7.800834,0.008280068,3.776784,0.04457788,0.008003528,0.018589495,0.0041924445,0.0021386924,0.5075533,1.4197575,0.0,0.07500194,0.4623626,0.0056961663,0.03590009,3.5690877,0.063426755,1.6721979,8.76102,0.45862317,0.0,0.048315138,0.25338718,0.38645536,8.4275875,0.052238777,0.020322656,0.06091602,3.5043151,0.031197969,10.039562,0.0,0.10115663,0.044466347,9.72379,2.1238272,6.211363,0.89729583,0.011950626,0.50158197,2.4342625,0.0074303295,3.3891954,0.11832188,0.018964574,0.005991866,0.0,1.1342094,0.0046923263,0.07872886,0.0,0.07738939,0.0,0.0,0.6808079,4.75651,0.8502368,0.002012609,0.0,0.0150636975,0.17240007,0.018426321,0.23757689,0.044678897,0.289043,0.004140503,0.009272788,0.23125446,1.193857,0.0,8.990159,6.2649493,0.26105276,0.034379777,0.010103141,0.08621306,0.0028490508,7.97944,0.006165119,7.9962726,0.007911221,0.0024880222,1.0781677,0.31924632,1.7689546,0.105802216,0.008396269,0.02261242,0.0790278,0.21689567,2.7355494,0.0046349615,0.95790243,0.036975734,9.947098,0.0,0.12327531,0.006157332,0.0,0.0025808075,0.025350105,9.651014,2.5329306,2.8282175,0.0,0.024656542,0.114317805,0.98592633,6.0893335,3.7704935,0.02818502,5.9796166,0.028058,0.027854234,0.0027742859,7.8151116,8.379332,0.0021416324,4.3175735,10.068327,0.3890439,0.057157822,0.8566838,0.3872694,2.5747507,0.0043206867,0.0019809694,0.0020638043,0.0042788526,0.0569753,7.660846,0.7159629,5.471752,0.05608483,0.0,0.0,2.7403018,0.0027683985,7.4860883,9.741715,0.1850476,1.9045651,0.01986267,6.8948226,0.008699686,0.024084097,0.0,0.020383606,3.3146293,9.650227,0.05602112,3.4963114,0.0,8.238026,0.009822851,1.92376,0.0680444,0.24635603,0.08729522,4.876867,0.20829414,0.07298228,0.0027132656,5.4385495,4.8817596,1.7682726,8.021253,1.6031637,0.0188205,1.7489108,0.15116572,0.0,0.07412815,0.0,0.024041392,0.025787199,5.7088866,0.7611798,5.004062,2.0966573,5.9066467,0.10740785,1.8394548,3.4529064,0.009707273,0.53756887,0.15247555,0.026208933,0.01276006,6.947394,0.005649186,0.011080364,0.2164669,0.011997903,0.006913148,4.9527183,0.004575689,9.118091,0.86452484,0.008662306,8.821288,0.59369624,1.3223287,0.063983224,1.5937867,0.022501016,0.5125771,1.5417345,0.0,6.754083,5.916866,0.03129369,6.3142886,1.2466341,0.008587449,0.0,0.034192037,0.19719595,1.8222126,0.0504513,1.4281056,0.0,0.0053438595,0.113585114,0.019741196,0.1191691,0.024175486,0.024535973,0.0,0.0,1.055019,0.047300205,0.6744908,1.6418867,8.891911,0.0072322683,0.12048143,0.005839597,0.05128771,0.0017786963,0.0,0.005095454,0.058078755,2.506007,8.26492,0.0,0.07504108,0.09143644,6.896268,1.4804417,5.4211464,0.0,5.1973267,0.075848594,0.8444078,1.7077358,2.5843313,4.4104652,0.04312729,0.0,0.039513517,0.0,0.00169981,0.023444388,0.071903236,0.014741864,0.002003864,0.024525458,0.16876586,0.403259,9.113933,0.0,0.006845599,0.053346466,2.9079986,1.8494022,0.0,7.0346975,0.001883376,6.1158133,0.01625402,0.07996255,0.1488759,0.0031954811,0.0,2.0159814,5.9506993,0.033410847,0.0022496192,1.8210708,0.011291354,0.089372255,0.0059388205,6.2777953,4.6209016,1.1325628
